Date,Stopword,Lemmatization
2023-04-01 22:34:54+00:00,kemarin ane sdg sakit gigi diam seribu bahasa lihat kemana angin piala dunia digelar amp israel masuk indonesia narasi beda pemerintah melanggar uu menghormati perjuangan rakyat palesrina israel penjajah shg hts ditolaj,kemarin ane sdg sakit gigi diam ribu bahasa lihat mana angin piala dunia gelar amp israel masuk indonesia narasi beda perintah langgar uu hormat juang rakyat palesrina israel jajah shg hts ditolaj
2023-04-01 22:34:31+00:00,coba deh orang kemaren nolak israel main ina imbas negara batalin tuan rumah piala dunia u20 fifa sedih ngga sepakbola mata dunia udh buka nurut ngatur fifa mikirrr,coba deh orang kemaren nolak israel main ina imbas negara batalin tuan rumah piala dunia u20 fifa sedih ngga sepakbola mata dunia udh buka nurut ngatur fifa mikirrr
2023-04-01 22:28:49+00:00,i wayan koster terang terangan menolak kedatangan teamnas u20 israel indonesia amp mengesampingkan egois fifa mencabut indonesia tuan rumah piala dunia u20,i wayan koster terang terang tolak datang teamnas u20 israel indonesia amp samping egois fifa cabut indonesia tuan rumah piala dunia u20
2023-04-01 22:26:36+00:00,qatar menolak negara pendukung lgbt jerman main pdhl terang2an dukung lgbt ada hub diplomatik dg israel qatar membuka penerbangan doha tel aviv orang israel nonton piala dunia,qatar tolak negara dukung lgbt jerman main pdhl terang2an dukung lgbt ada hub diplomatik dg israel qatar buka terbang doha tel aviv orang israel nonton piala dunia
2023-04-01 22:23:35+00:00,ada bbrp phk klmpok2 menolak team u20 israel pdip tpi diserang disalahkan cmn pdip bg konyol merta phk pdip ada akibat faktor,ada bbrp phk klmpok2 tolak team u20 israel pdip tpi serang salah cmn pdip bg konyol merta phk pdip ada akibat faktor
2023-04-01 22:20:54+00:00,tau blm,tau blm
2023-04-01 22:18:08+00:00,negara eropa sengaja lolos bang israel karna tau tuan rumah wc u20 indonesia drama ada israel tau ngarang,negara eropa sengaja lolos bang israel karna tau tuan rumah wc u20 indonesia drama ada israel tau ngarang
2023-04-01 22:12:27+00:00,salah fakta israel menjajah palestina semena mena fifa harua banded israel u20,salah fakta israel jajah palestina semena mena fifa harua banded israel u20
2023-04-01 22:03:21+00:00,kmren2 orng2 napa ka sepikap giliran sepak bola rame2 bahas inti melarang israel indonesia kmren udh fira batalin piala dunia udh terdepan berperan hancurin mimpi anak2 indonesia sudaahhhh,kmren2 orng2 napa ka pikap gilir sepak bola rame2 bahas inti larang israel indonesia kmren udh fira batalin piala dunia udh depan peran hancurin mimpi anak2 indonesia sudaahhhh
2023-04-01 22:01:29+00:00,hnw benturkan pro piala dunia anti israel sadaaarlah,hnw bentur pro piala dunia anti israel sadaaarlah
2023-04-01 22:00:14+00:00,venue enggak standar u20 keamanan keamanan tim israelnya enggak negara menjamin tim israel aman teror fifa ragu karna ditarik kebelakang indonesia salah negara tragedi bom,venue enggak standar u20 aman aman tim israelnya enggak negara jamin tim israel aman teror fifa ragu karna tarik belakang indonesia salah negara tragedi bom
2023-04-01 21:58:47+00:00,saudahlah gagal menghadirkan tim sepakbola israel you 20 indonesia gagal indonesia tuan rumah u20 palestina urusan orang pintar ngarti,saudahlah gagal hadir tim sepakbola israel you 20 indonesia gagal indonesia tuan rumah u20 palestina urus orang pintar ngarti
2023-04-01 21:49:06+00:00,timnas u20 indonesia bertanding timnas israel,timnas u20 indonesia tanding timnas israel
2023-04-01 21:47:50+00:00,kesalahan indonesia fifa coret pdu 20 2023sudah tau israel u20 bahas ignorance,salah indonesia fifa coret pdu 20 2023sudah tau israel u20 bahas ignorance
2023-04-01 21:44:06+00:00,simak menyalahkan gpkrn menolak tim israel keamanan negeripertimbangan fifa membatalkan piala dunia u20 indonesia,simak salah gpkrn tolak tim israel aman negeripertimbangan fifa batal piala dunia u20 indonesia
2023-04-01 21:44:05+00:00,piala dunia gelombang penolakan israel masiv dri oposan rasane ganjar bicara kaget kecewa tpi ttep setia klw hrs owo yohanies jis jis najis,piala dunia gelombang tolak israel masiv dri oposan rasane ganjar bicara kaget kecewa tpi ttep setia klw hrs owo yohanies jis jis najis
2023-04-01 21:36:04+00:00,setuju tolak israel piala dunia you 20 lucu haha,tuju tolak israel piala dunia you 20 lucu haha
2023-04-01 21:35:04+00:00,nyuruh2 sanksi israel siapa2 sepakbola ada kontribusi apapun fifa fifa batalin piala dunia indonesia karna palestina mempermasalahkan israel palestina palestina,nyuruh2 sanksi israel siapa2 sepakbola ada kontribusi apa fifa fifa batalin piala dunia indonesia karna palestina masalah israel palestina palestina
2023-04-01 21:33:11+00:00,i said what i said nolak israel blm amp blm layak event gede asian games kemarin kritik piala dunia,i said what i said nolak israel blm amp blm layak event gede asi games kemarin kritik piala dunia
2023-04-01 21:33:02+00:00,tunggu palestina tuan rumah piala dunia israel diijinin main diam pade nolak,tunggu palestina tuan rumah piala dunia israel diijinin main diam pade nolak
2023-04-01 21:28:55+00:00,setuju yes ganjar komen bodoh terkait israel piala dunia no ganjar bebas tak terbeli takkan termakan bujuk rayu,tuju yes ganjar komen bodoh kait israel piala dunia no ganjar bebas tak beli tak makan bujuk rayu
2023-04-01 21:21:59+00:00,tragedi kanjuruhan tragedi kelam sejarah gara2 menolak israel indonesia coret urusan dicoret safety regulation ny lolossewaktu tragedi kanjuruhan sayangkan fifa hrsnya introspeksi dripda ntr piala dunia chaos,tragedi kanjuruhan tragedi kelam sejarah gara2 tolak israel indonesia coret urus coret safety regulation ny lolossewaktu tragedi kanjuruhan sayang fifa hrsnya introspeksi dripda ntr piala dunia chaos
2023-04-01 21:21:22+00:00,konteks menolak israel gagal piala dunia u20 indonesia dipersiapkan ditunggu kebanggaan bangsa indonesia kadrun pengagum pendukung penolakan gagal piala dunia u20,konteks tolak israel gagal piala dunia u20 indonesia siap tunggu bangga bangsa indonesia kadrun kagum dukung tolak gagal piala dunia u20
2023-04-01 21:19:40+00:00,yalah diungkap ketahuan akar utama sorotan fifa tragedi kanjuruhan penolakan timnas israel malu framing pembatalan penolakan israel timnas u20 sdah vita hitam,yalah ungkap tahu akar utama sorot fifa tragedi kanjuruhan tolak timnas israel malu framing batal tolak israel timnas u20 sdah vita hitam
2023-04-01 21:17:12+00:00,denial ah akui israel palestina ada konflik kekerasan rutinitas amp palestina korbankecewa gelaran wc u20 gagal isu israel menegasikan fakta kekerasan israel,denial ah aku israel palestina ada konflik keras rutinitas amp palestina korbankecewa gelar wc u20 gagal isu israel negasi fakta keras israel
2023-04-01 21:16:25+00:00,poko terimakasih penggemar persita semangat keadilan blm tegak tragedi inisemoga gaduh menuntut keadilan menuntut fifa coret israel wc u20 kejauhan pffttt,poko terimakasih gemar sita semangat adil blm tegak tragedi inisemoga gaduh tuntut adil tuntut fifa coret israel wc u20 jauh pffttt
2023-04-01 21:13:08+00:00,gara gara tim israel lolos indonésia gagal tuan rumah piala dunia u20 2023 fikx salah a b mbok kae,gara gara tim israel lolos indon sia gagal tuan rumah piala dunia u20 2023 fikx salah a b mbok kae
2023-04-01 21:10:59+00:00,ayo belain israel piala dunia gagal biar melek mata zionis,ayo bain israel piala dunia gagal biar melek mata zionis
2023-04-01 21:10:05+00:00,timnas u20 indonesia bertanding timnas israel,timnas u20 indonesia tanding timnas israel
2023-04-01 21:08:08+00:00,bro indonesia tuan rumah 4tahun lalukualifikasi seleksi piala dunia group israel wropa 1tahun indonesia israel lolos piala dunia indonesia salah,bro indonesia tuan rumah 4tahun lalukualifikasi seleksi piala dunia group israel wropa 1tahun indonesia israel lolos piala dunia indonesia salah
2023-04-01 21:07:45+00:00,coba amati broo menerima timnas u20 israel ganjar hujat hbs kubu sebelah menolak timnas u20 israel ganjar hujat hbs aneh dulunya penggemar kubu sebelah menolak menutar fakta perhatikan seksama,coba amat broo terima timnas u20 israel ganjar hujat hbs kubu belah tolak timnas u20 israel ganjar hujat hbs aneh dulunya gemar kubu belah tolak menutar fakta perhati seksama
2023-04-01 21:06:09+00:00,bubarin coba kemarin larang2 israel batal piala dunia you 20 tanggungjawabnya hehehe,bubarin coba kemarin larang2 israel batal piala dunia you 20 tanggungjawabnya hehehe
2023-04-01 21:02:34+00:00,ngeributkan israel eh gagal piala dunia gara2 kanjuruhan ayo menuding2 sembarangan maaf,ngeributkan israel eh gagal piala dunia gara2 kanjuruhan ayo menuding2 sembarang maaf
2023-04-01 21:01:17+00:00,sinis anak anak timnas nih orang sptnya penolakan knpi israel kemarin israelnya suka anak anak timnas u20,sinis anak anak timnas nih orang sptnya tolak knpi israel kemarin israelnya suka anak anak timnas u20
2023-04-01 20:58:02+00:00,koarlisi perubahan isi a pks menolak u20 israel gonggongin koarlisi gus,koarlisi ubah isi a pks tolak u20 israel gonggongin koarlisi gus
2023-04-01 20:57:27+00:00,menteri olah raga dipilih o presiden jabatan politik pilpres ° rakyat protes timnas israel wc u20 pemerintah tunduk pemrotes gagal tuan rmh alasan keamanan mbel gedheslah g20 aman2,menteri olah raga pilih o presiden jabat politik pilpres  rakyat protes timnas israel wc u20 perintah tunduk protes gagal tuan rmh alas aman mbel gedheslah g20 aman2
2023-04-01 20:54:08+00:00,gara2 israel bisa2nya lolos piala dunia goblog haa,gara2 israel bisa2nya lolos piala dunia goblog haa
2023-04-01 20:48:17+00:00,piala dunia u20 momen negara cheos dtggu kaum radikal alasan israel,piala dunia u20 momen negara cheos dtggu kaum radikal alas israel
2023-04-01 20:45:00+00:00,piala dunia u20 batal dilaksanakan indonesia aturanbaca permenlu no 3 2019 bab delegasi israel hadirmk diizinkan kibarkan bendera nyanyikan lagu kebangsaan dinegosiasi pemerintah ditolak fifa,piala dunia u20 batal laksana indonesia aturanbaca permenlu no 3 2019 bab delegasi israel hadirmk izin kibar bendera nyanyi lagu bangsa negosiasi perintah tolak fifa
2023-04-01 20:43:50+00:00,ganjar memikirkan negara beda politisi menolak israel pura pura sedih kecewa piala dunia batal,ganjar pikir negara beda politis tolak israel pura pura sedih kecewa piala dunia batal
2023-04-01 20:36:02+00:00,jurnalis israel sorot kerugian indonesia batal tuan rumah piala dunia u20 2023,jurnalis israel sorot rugi indonesia batal tuan rumah piala dunia u20 2023
2023-04-01 20:32:38+00:00,menolak israel indonesia konsekuensi konsekuensi gagal tuan rumah piala dunia anak anak anak timnas you 20 main,tolak israel indonesia konsekuensi konsekuensi gagal tuan rumah piala dunia anak anak anak timnas you 20 main
2023-04-01 20:32:27+00:00,dah malu maluin kualifikasi lolos palagi piala dunia nongoll bantai pakai nyalahin nolak israel orang blom fasilitas dahlahh udahh jngan kanjuruhan ada acara pakai pita,dah malu maluin kualifikasi lolos palagi piala dunia nongoll bantai pakai nyalahin nolak israel orang blom fasilitas dahlahh udahh jngan kanjuruhan ada acara pakai pita
2023-04-01 20:25:50+00:00,ha setuju pembantaian israel big no bro konteks kemajuan timnas membiarkan israel bermain piala dunia pro israel engga,ha tuju bantai israel big no bro konteks maju timnas biar israel main piala dunia pro israel engga
2023-04-01 20:24:10+00:00,cabor olahraga diem ada event politik bali ada delegasi israel ditolak dasar babi pansos anjeng mentang2 penggemar sepakbola indonesia amp fanatik byk mudharatnya tolak israel dibandingkan piala dunia jalan,cabor olahraga diem ada event politik bal ada delegasi israel tolak dasar babi pansos anjeng mentang2 gemar sepakbola indonesia amp fanatik byk mudharatnya tolak israel banding piala dunia jalan
2023-04-01 20:21:12+00:00,ngebacot twitter menolak bacot soksokan bela palestina piala dunia batal udeh lupa ada dampak apapun palestina kerugian indonesia lawak badut mengakui israel mnjd tuan rumah,ngebacot twitter tolak bacot soksokan bela palestina piala dunia batal udeh lupa ada dampak apa palestina rugi indonesia lawak badut aku israel mnjd tuan rumah
2023-04-01 20:19:40+00:00,lucu ngomong ada data ditampilkan orang menolak membiarkan israel tim kontestan piala dunia bro tau,lucu ngomong ada data tampil orang tolak biar israel tim kontestan piala dunia bro tau
2023-04-01 20:17:49+00:00,kecewa ganjar penolakan timnas israel u20 kecewa memilih ganjar 2024,kecewa ganjar tolak timnas israel u20 kecewa pilih ganjar 2024
2023-04-01 20:17:40+00:00,dampak palestina dek dampak israel berdampak apa2 israel main piala dunia karna lolos kualifikasi rugi materi rugi rugi segala2nya ancaman sanksi jihad sono palestina bom bunuh tolol,dampak palestina dek dampak israel dampak apa2 israel main piala dunia karna lolos kualifikasi rugi materi rugi rugi segala2nya ancam sanksi jihad sono palestina bom bunuh tolol
2023-04-01 20:07:35+00:00,ada drama korea disusun fifa duduk 1001 piala dunia u20 indonesiatuan rumah indonesiaada amerika iraq israel yah,ada drama korea susun fifa duduk 1001 piala dunia u20 indonesiatuan rumah indonesiaada amerika iraq israel yah
2023-04-01 20:04:51+00:00,bangunbiar mimpi mulupildun hasil giveaway tuan rumah banggagak malu noh israel masuk piala dunia hasil kualifikasi minimal kalahin deh asia tenggaranoh thailand vietnam kalahin bangga masuk piala dunia,bangunbiar mimpi mulupildun hasil giveaway tuan rumah banggagak malu noh israel masuk piala dunia hasil kualifikasi minimal kalahin deh asia tenggaranoh thailand vietnam kalahin bangga masuk piala dunia
2023-04-01 19:43:17+00:00,perasaan kuliah jurusan ppkn 4 ada menerima timnas u20 israel ada konstitusi dilanggar konstitusi kira²,rasa kuliah jurus ppkn 4 ada terima timnas u20 israel ada konstitusi langgar konstitusi kira
2023-04-01 19:41:33+00:00,fifa paralon coret u20 indonesia negara bekukan aset aset perusahaan afiliasi israel,fifa paralon coret u20 indonesia negara bekuk aset aset usaha afiliasi israel
2023-04-01 19:39:06+00:00,majuin pdip menolak timnas israel batal deh piala dunia u20,majuin pdip tolak timnas israel batal deh piala dunia u20
2023-04-01 19:33:29+00:00,nolak permenlu massa permenlu melarang otomatis potensi massa ribut israel bneran main besar ditambah sidang tragedi no 2 dlam sjarah sepak bola blum beres indonesia mngkin nego2 sblum pastinya israel lolos piala dunia trakhir infrastruktur,nolak permenlu massa permenlu larang otomatis potensi massa ribut israel bneran main besar tambah sidang tragedi no 2 dlam sjarah sepak bola blum beres indonesia mngkin nego2 sblum pasti israel lolos piala dunia trakhir infrastruktur
2023-04-01 19:22:28+00:00,apkh pembatalan jauh2 mk pnolakan thdp israel dijadikan kambing hitam gagal 62 tuan rumah piala dunia apkh arti ada bmain drama menutupi ketidaksiapan fasilitas dalih penolakan thdp israel god knows,apkh batal jauh2 mk pnolakan thdp israel jadi kambing hitam gagal 62 tuan rumah piala dunia apkh arti ada bmain drama tutup ketidaksiapan fasilitas dalih tolak thdp israel god knows
2023-04-01 19:20:38+00:00,menyalahkan fifa instrospeksi permainan sepak bola indonesia aman israel dilarang piala dunia u20 jalanahy semoga presiden 2024 jiwa muda merasuki jiwa jiwa pemain muda timnasaamiin,salah fifa instrospeksi main sepak bola indonesia aman israel larang piala dunia u20 jalanahy moga presiden 2024 jiwa muda rasuk jiwa jiwa main muda timnasaamiin
2023-04-01 19:04:13+00:00,kepolisian sanggup mengendalikan supporter mk berat hati anak2 timnas u20 menerima kenyataan bhw tuan rumah event sebesar sepakbola membicarakan ada tdknya tim israel,polisi sanggup kendali supporter mk berat hati anak2 timnas u20 terima nyata bhw tuan rumah event besar sepakbola bicara ada tdknya tim israel
